Customer ID,Age,Gender,Marital Status,Annual Income,Region,Policy ID,Policy Type,Policy Term,Premium Amount,Coverage Amount,Previous Claims Count,Policy Age,Claim ID,Claim Date,Claim Amount,Claim Type,Report Delay,Claim Status,High-Value Claim,Multiple Claims Indicator,Suspicious Region,Inconsistent Information,Third-Party Involvement,Fraudulent
5d9b88ab-c288-4cef-bb67-fb7e143c3022,54.0,Female,Married,186307.0,Deborahview,de2b2ea2-6c40-4b10-977e-eedcdd0451c8,Auto,15,1555.799329792909,623808,10,23,1d9b4d43-ee43-4252-8cd7-30b831aa679e,2023-03-12,95278.22620632699,Medical,40,Pending,1,1,1,0,0,0
d183a4e4-107b-4591-92ec-58b6260c5ea6,65.0,Female,Married,78239.0,North Vickimouth,72b023fc-d4b8-467c-93b8-e4bae8d8cbc1,Health,1,774.4964842237621,487709,9,2,294a02cd-3a37-44b4-a821-d0282b3c1717,2024-01-14,888.5529793186337,Medical,80,Approved,1,0,0,1,1,1
fea7ee69-df1b-45c4-8598-83e124318433,80.0,Male,Divorced,84283.0,Lake Amanda,29ec3916-5dc7-40f4-8a58-6aeb661d2420,Auto,4,688.1932645649413,558655,9,5,75b095ad-a943-421f-8fcd-539bc00928dd,2021-01-01,60807.98367065021,Accident,96,Rejected,0,1,1,1,1,1
d846a638-a7fa-46a6-af0a-d53ef83cfde1,75.0,Male,Married,102341.0,Johnsonborough,15d2f7c6-bda7-4f99-9fff-bd8dbd2a8bc3,Auto,21,4630.074657351876,525257,3,8,7b478fec-6507-4749-a954-06628e431dc3,2024-03-27,76230.27533973163,Medical,12,Approved,1,1,0,1,0,0
65c502f2-6170-4752-9a55-f0ad580e39df,,Male,Married,188603.0,West Philip,3ff17fcd-9cb3-4b84-9052-0733640e475f,Home,1,2147.652564602329,841247,1,17,5aec3ef9-18c1-42d1-95b3-eadf010b47bf,2022-06-22,88468.42261601468,Theft,336,Pending,0,0,1,1,1,1
58f39738-1d8d-4470-ac94-b7dbba54ce66,74.0,Male,Divorced,113882.0,New Miashire,afa97a3a-f85e-4c4b-a099-16d740830209,Health,9,4459.612907300725,107220,5,3,1b6cf883-ebf9-4afa-a02c-db2c574a5ec2,2022-09-10,,Theft,80,Rejected,0,1,0,1,1,0
8041636d-5b32-4a96-8d60-6c800ba0b2bf,30.0,Male,Married,34246.0,New Jamesfort,f86e5c70-8a35-4e43-ab8b-9d649bfb5d1a,Auto,16,3060.864187406689,432069,2,1,473158ec-ac57-4ede-b0f9-fd81e1439be4,2021-12-12,97999.03571119334,Accident,300,Rejected,0,0,1,0,0,1
4049beeb-76c9-409a-97fd-edb56773b990,24.0,Male,Single,142858.0,South Martinbury,47be993b-9e4f-4e13-a3cd-b5c502f31509,Home,21,,802640,7,28,8b6b8253-a4f7-46c4-b6b6-30b6acf2e12f,2021-05-05,,Accident,95,Pending,1,1,1,1,1,1
c222eb44-f162-4ddf-a1d2-a1944dae936b,,Female,Married,72348.0,Lancechester,120ef040-2aa0-4000-8717-fefbc6ff0a07,Home,22,3280.780731856115,708449,1,18,b59a2ea7-6a4f-4135-9970-559cc94c2127,2023-05-28,,Theft,20,Rejected,0,1,1,1,1,0
02a29c3e-a50b-4cd9-af60-669a47fabdef,36.0,Male,Divorced,166996.0,South Elizabethstad,e15dc775-332f-4cef-ba14-a5f5481d868a,Auto,22,3019.339446374169,185287,6,24,fe1a7855-f899-4c7b-920c-5f7cd739ce61,2021-04-01,93389.20717949662,Accident,312,Approved,1,0,0,1,0,1
a22a62c7-8204-441c-8c59-00a59ff3fd24,43.0,Male,Divorced,173207.0,Allenborough,f90c345a-2948-4e03-b44a-e2b469777793,Auto,28,3256.720332824934,804442,1,29,c0cc1ae2-e208-441d-a0a9-004e575d0dd8,2022-04-25,66351.53505168545,Medical,71,Approved,1,1,0,1,0,0
f6596ba8-0a62-4f8a-920e-4f2bdd30efb7,68.0,Female,Married,,New Tamara,cd16461f-3a04-43b7-a907-cd448ac5cce1,Home,3,2515.1155123402596,737356,10,3,55d53959-3e8d-425b-90f0-aa7d6c2dc340,2022-11-24,96797.95662830173,Medical,241,Rejected,1,0,1,0,0,1
66a708d7-42d3-410a-882d-162131518c85,22.0,Male,Single,67330.0,South Justinview,578400e0-e468-4bbe-9a05-7dd3fbfcd172,Auto,2,4683.283178746946,424787,6,26,4d4ae675-876e-46f3-bed4-fe47189946ef,2023-10-10,32278.63917224268,Theft,145,Pending,1,0,1,0,0,1
2f31f4aa-eb83-493f-8461-ddee1c195aa8,76.0,Male,Married,154388.0,North Christopher,f7888b35-516d-4587-b00d-12c7b720f2ca,Home,5,1725.8412531040192,378590,9,12,32c9f2d4-7547-4dbb-816d-8cd9b8b24651,2024-01-02,32771.14086570717,Accident,84,Approved,0,1,0,0,1,1
6962ab33-346d-4ed8-943a-3b27b8b2c2fc,30.0,Male,Single,74991.0,North Calvin,ae3516a2-4001-4fa4-b94e-f1f67876d17b,Health,12,3923.767128414068,903494,1,26,64998136-21b7-4ff1-b912-7d52c5b43245,2022-04-24,9212.597625780796,Theft,284,Approved,0,1,0,1,1,1
404099d7-5594-4a2d-8007-1bf9835eaefa,42.0,Male,Married,110791.0,Richardland,10a5586a-25b9-49e0-9072-b58bc282880f,Home,26,4560.689932988319,742795,3,3,9af9693e-1e4e-4d8e-9a2c-ca3c24c87056,2021-10-28,16195.200949152133,Medical,346,Pending,0,1,1,1,1,1
3a3e27ed-61ae-4152-b4f0-d75b407119fc,41.0,Female,Single,79227.0,New Tiffanyfurt,26f0ba5a-6d27-4feb-a1e7-4cc6584a2d9f,Auto,17,3977.9464598119866,706774,10,8,74577303-8051-4378-9808-032ee07e0e53,2023-03-15,84676.57620459009,Theft,30,Rejected,0,1,0,1,0,0
3407b00c-5543-45c1-876f-ba641405455b,55.0,Female,Divorced,50808.0,East Dawn,5c605e9a-a433-42b6-98e1-b66db3cb1de8,Health,30,1068.9951577906102,615549,1,11,54d5d415-7858-46e3-8f12-6b3fcaa66ae8,2024-05-31,,Medical,282,Rejected,1,1,1,0,0,1
4f4976ed-b5c5-459a-8a19-66d34440c587,59.0,Female,Married,140836.0,West Andreaport,f4957f8c-3a52-447f-be2b-43f87e951c26,Auto,25,,199412,8,16,c091e61d-a9b4-4c5a-bb0c-79026fb41593,2020-12-27,,Medical,166,Approved,0,1,0,0,1,0
b958a6de-e1e5-46c2-a121-c3d84a939140,62.0,Male,Divorced,137551.0,East Glendachester,148a3bd3-525d-4e9e-b6c2-b3b0631d3ec0,Home,25,4423.256331399145,625939,6,24,1d8811fc-6556-4210-9d38-c9afc4d6bb0f,2021-09-26,,Medical,211,Rejected,0,0,0,0,0,0
3665c8a0-adc7-4f90-80f2-d0f28c73c9e3,,Female,Single,66281.0,Amyside,bedb4417-f2f2-41e9-b1a8-6748df414929,Health,29,676.2363598541903,432701,1,14,8b1d12be-a466-4dd5-8bf9-ed766db4713c,2020-10-25,15652.508177553687,Theft,0,Rejected,1,0,0,0,0,0
4e4cd70d-4830-41bf-8758-0040c5232866,80.0,Female,Divorced,35243.0,West Karinatown,d61ddccc-eddc-45e5-9581-108f8f4e1a29,Health,6,3247.724233150195,519245,9,27,85ee922c-be2c-4d8d-b6ea-4941b5031ad1,2021-04-26,16992.25490447069,Theft,72,Pending,0,1,1,1,0,1
2baefbd3-09cb-4cc8-838c-793c338d09ac,74.0,Male,Divorced,171018.0,Geraldtown,a031727a-818e-484b-9be4-54cbbceb5d4c,Auto,23,3395.904082667855,866612,6,12,89f3c157-d69a-4fe0-abbd-2f38550a8ab1,2023-01-08,890885.3894870916,Accident,119,Approved,0,1,1,0,1,0
670f3771-d49d-4d34-ac4e-96708cdbd4eb,60.0,Female,Married,192642.0,North Williambury,437ad290-596d-4652-8835-51755434838b,Auto,18,899.6824944026929,626414,5,20,6c77ea63-96dc-4418-8ae4-d806462b59d0,2020-09-30,56995.60332497303,Medical,188,Approved,0,1,1,1,1,0
a1d1f943-6bc8-4877-affd-d7320a673ae0,80.0,Female,Single,196282.0,Justinhaven,10f44646-69a1-4168-b1f4-86b820f4f976,Auto,15,1634.6006529710403,435295,1,9,23e4b825-ea5d-4c96-bcd9-f6abb430a1d5,2020-05-09,94419.94750406826,Theft,36,Approved,1,1,1,1,0,0
94434ac4-8b30-43d7-abc8-f755a75cf0b0,,Male,Married,46507.0,West Anthony,e430b164-1292-44b0-9210-2b7d47b27597,Health,14,3516.5594011002877,118882,1,12,a4ba359d-7c9a-4ebd-ac67-4972a96d510c,2023-11-21,88997.5204598323,Accident,291,Approved,0,1,1,0,1,1
8efa4d98-f395-403b-8fdf-1b64e072d12e,34.0,Female,Single,105454.0,Gabrielashire,9aca0699-7456-4538-9170-f01412282567,Auto,28,4178.671041503266,582910,3,14,a2d113ec-3f4c-4ca0-8bfb-e30bf7c406d8,2021-07-05,56637.94918506505,Medical,347,Rejected,1,0,0,1,1,0
4ebf196b-748f-4f9f-8179-41656a8bb8c7,48.0,Female,Single,43840.0,North Brian,59a1a99e-1dec-4b94-9342-6a22e2339fb4,Health,3,3346.314403835734,219739,5,17,7ad9b15c-2c01-4922-8330-4f0b20afa400,2023-05-12,37850.2861439186,Accident,25,Rejected,0,0,0,0,1,0
caf70cda-7388-4baf-ab92-f07c827eb1ff,53.0,Male,Married,144919.0,New Bridgetside,1cb58181-eaa8-4011-a4c5-d7e28b7a9649,Auto,21,2837.320642950491,263698,7,6,be2274b4-38fb-47ef-9e43-aaf0f8568dbb,2022-11-03,10790.365931942548,Theft,231,Approved,0,0,1,1,0,0
4d7cc3d3-d682-48f9-b814-64dec6761ad0,49.0,Male,Divorced,38614.0,Port Joanneberg,2b2904fe-51da-4eb2-b431-b12df74e29c7,Home,1,1082.2917695679844,870163,5,12,9f2de8de-d1dd-458e-9aad-9013a71ac381,2023-09-02,75563.2363081794,Medical,79,Pending,0,1,1,0,0,0
e1811a7f-3ac2-483a-93de-f13552c2e891,40.0,Male,Married,1137020.0,Lake Miranda,b49a1ac0-82cb-4c16-b0c4-b41bdadd1d79,Health,19,4449.726466926635,983605,4,29,e7c59587-769e-418b-96cc-4f83003b88ca,2019-12-31,92080.67408311696,Accident,231,Rejected,1,0,0,0,1,1
be17b578-8273-4dce-97db-c59d533101c6,18.0,Male,Single,108166.0,Hartside,b8507c16-8c06-4ddb-b17a-44672fd3153d,Home,6,1689.3149797219155,718922,4,26,bcaf27a0-676b-40d8-aa6c-d919f99bd23d,2020-08-04,73068.26666354282,Accident,35,Pending,1,0,1,1,0,0
f7a18e10-0472-4de6-b7ce-f62d571e8ab4,68.0,Female,Divorced,117169.0,Brianmouth,12236644-cb0e-4303-92a6-325898789ec8,Auto,14,4916.511368525102,727693,0,10,9674be34-c053-4cbf-b016-a6c8a38dadbd,2024-04-26,58499.61727503699,Accident,77,Approved,1,1,0,1,0,0
cc9e1b7d-4725-4254-bae1-ef228a1751a1,50.0,Female,Married,198692.0,West Sandraview,9fded3ef-d133-42b5-92df-673c8476349f,Home,27,4116.380924020196,215967,10,21,cba9a42f-9d58-4942-b296-cd407b0c4ed5,2023-10-01,,Medical,334,Rejected,0,1,1,0,1,0
3940bcc2-cc49-4ba5-a89b-a692ffa66d3d,,Female,Divorced,86430.0,Bethanychester,a7eb4eb7-8e3b-44dc-a41c-2a41c4e969e8,Health,30,938.1391131575436,477548,4,7,4d698996-c4fa-4f30-965f-e9af4a9956cb,2024-07-01,8240.318271101227,Medical,295,Rejected,0,0,1,1,0,0
b559fa0a-747b-4293-8b23-f6fc4ac4d56d,60.0,Male,Divorced,46073.0,North Steve,19ba368c-8bd1-4a3f-aa59-63b5f177770d,Health,5,4066.8618675215957,660765,7,15,1032cbda-0a85-49d5-b647-c7e5d00035e3,2020-07-19,49587.29682725687,Medical,283,Rejected,1,0,0,1,0,0
e843b81a-9d40-40f0-93bc-f24f20d77c43,51.0,Female,Single,1010230.0,Paulburgh,11676476-b95a-4ae9-9085-bdd6533b22be,Health,28,4379.031507974972,548476,5,26,333e351a-7790-41a4-be66-732362ecc4d5,2020-05-23,97647.98020217873,Theft,251,Rejected,0,1,0,0,1,0
2bd6bf7b-1e22-415a-b41c-feeb0ed9d9f6,47.0,Male,Single,134674.0,Blakechester,6b9eaf3c-af6e-45c8-bf20-28ab4e299f39,Home,7,,364811,8,12,df57bf7e-ec5c-41e9-a3f4-3f19caca828d,2023-05-24,92580.66222063192,Accident,77,Rejected,1,0,1,0,1,0
fc3a9899-b55d-4615-ade7-68d7779b5139,47.0,Male,Single,105246.0,Simonfort,364e4501-e47e-4ff8-b8cb-89bf13978dd0,Home,26,1701.9626105220595,600416,3,0,e033c2e8-c078-4b87-964a-faff056ebf37,2024-12-19,3867.4194332236502,Theft,129,Pending,1,0,1,1,1,1
f642320e-88b4-423b-ab03-e992621a7d9b,24.0,Male,Single,160467.0,Wagnerbury,29490119-bdb8-46d8-ab41-373e35543f0a,Health,20,,732466,3,16,0bf9399e-dd46-44fe-bfa0-6d29b3cd1d76,2020-07-15,47735.36572907161,Theft,165,Rejected,1,1,0,1,0,0
b555b4be-1276-4d0a-9ef4-195b6655901b,79.0,Male,Married,134680.0,New Jesse,c1f78109-6c02-417d-bfaa-30c7f2a624da,Health,5,2216.728403535901,425611,7,30,2d000110-8c7a-4cc4-9685-b899b2f8f2e5,2022-04-30,,Theft,8,Approved,0,1,0,0,1,1
8576c23c-bd02-4a1b-9102-78c7b3817143,50.0,Male,Single,74700.0,Lucasfort,b6375667-1397-490c-8664-a349b36c1f8a,Health,26,4284.308026565236,387861,9,30,575077b2-7c62-46c0-8548-96337526465a,2021-05-29,20726.379888975218,Accident,345,Approved,1,1,1,0,1,1
b7c87d00-05ef-4e8b-a9e1-2f1305c23677,48.0,Female,Divorced,110984.0,North David,f96901c1-5e0a-4d23-b906-ed9eb2a41c1f,Health,6,1893.0654971453569,403452,7,4,83194fb3-7799-4bfd-9ec8-4f5127343f96,2020-08-08,72484.35327211294,Medical,220,Approved,1,1,1,1,0,0
71a4a9f8-bd09-4129-98b9-961000219d54,59.0,Male,Divorced,35709.0,Cunninghambury,d3e81177-c591-4547-ac22-5a705f303090,Health,3,785.8909127777154,600969,6,19,4d7ca923-aa83-432e-a2f3-2aadb60d8b8a,2022-05-25,32173.4759007111,Accident,292,Rejected,0,0,0,0,1,0
66e85d6c-e12e-4f80-9ca1-62665c2fe992,60.0,Male,Single,,East Joanneport,0a59056b-8d0f-44dd-ae8c-45ee1caaf9ae,Home,9,4885.122911952403,137788,9,8,667fafcc-ffb8-4675-8e8f-91aaaf55d078,2023-01-20,23274.142258390897,Theft,360,Approved,0,1,1,0,1,0
4fd9d983-7089-479a-9ba2-37cff71c9f4b,42.0,Female,Divorced,70805.0,Michellefurt,097d9994-e644-4006-8f03-21b6da750147,Home,1,4327.126061468502,265222,4,14,b12b9f11-39e5-4ca7-b1aa-75ddb833dd55,2023-04-16,95931.41340880464,Accident,52,Rejected,1,1,0,0,1,0
23b2fee8-9e00-4f96-93e7-da828e059e8e,53.0,Female,Single,199775.0,Andersonville,3f8eb07f-0ed4-4a68-876b-dc5144a3c741,Health,13,4172.016132412996,490391,2,29,7bd39539-09bf-4d12-9de9-bb14c925d67b,2022-10-29,17210.858548392913,Accident,245,Rejected,1,1,0,1,0,0
85f1052b-0a59-4fa5-ac5c-56614552bfd3,51.0,Male,Divorced,136770.0,Farmertown,e585d6b4-c022-43fd-9b4e-dbf75ff74e5e,Health,2,4859.9223929023565,982011,2,14,793ac1a4-88d5-4d06-b367-920f179885a9,2022-10-29,74420.06573156215,Theft,128,Approved,0,0,0,0,1,1
0c22742c-2cce-4ff0-ac84-480d9cc4cb4e,37.0,Female,Divorced,166419.0,Lake Brian,3916bdba-3489-43ed-bccd-d73928a1872b,Home,17,1583.9218057350956,380109,8,8,f67e7bf1-52dc-4a0b-ae2c-035f764cfd84,2020-12-20,26923.565161083498,Medical,351,Approved,1,0,1,0,1,1
462116cd-a125-4057-ae49-4f58eaa94281,55.0,Male,Married,50808.0,Nelsonhaven,afa6d632-df45-4dd0-8947-86c9a4a3be35,Home,12,1629.6795255998366,890195,9,7,81adfeab-673d-45b2-80d5-8cc0027441a2,2023-06-17,66079.33350460234,Accident,63,Rejected,1,1,1,1,0,1
ee53c619-48ef-456e-bcdb-eca04bf559f6,45.0,Male,Divorced,99870.0,Aguilarshire,c734f7ba-232d-424b-92d0-974d1f306887,Auto,5,1638.4316601934688,913590,6,12,bd56900b-a543-47d9-be3f-b5ed732fe4a6,2022-06-22,7170.787188578926,Accident,268,Rejected,0,1,0,1,1,0
f844c26e-d757-4130-93e4-e6e50e9ccd48,21.0,Female,Married,171396.0,Meyermouth,65473ca2-5064-4bd6-9a58-41647ada48e1,Health,12,1483.2855896839355,703103,9,4,34212b75-2ef5-4f3d-9902-c66f8ee35625,2020-07-04,98524.18987088927,Theft,348,Approved,0,1,0,0,0,1
d4728291-5b34-4b9e-8c38-c96b562b32f3,61.0,Female,Married,22047.0,North Brooke,84d10a71-e1b0-46bf-9d63-0bac96045241,Health,3,3709.6449192776176,384279,3,17,b23f6ead-1503-4d87-b3d8-5a1608f756a6,2020-10-14,49155.21388776581,Medical,12,Approved,1,1,1,1,0,0
3d2d0523-425a-4c29-bb07-f4c2a9db2f65,49.0,Male,Divorced,148447.0,Mullinsmouth,e538a901-acde-4991-bad2-0333186af0d3,Auto,24,3877.135277929188,608517,5,29,eb97f6a2-cd41-4989-810b-57a9195aa514,2023-04-11,75056.08597011118,Medical,155,Approved,0,1,1,1,1,1
f4398c23-1750-4a94-b670-b59e7a076719,54.0,Female,Divorced,81477.0,Hayleymouth,b88d7457-3388-4299-b34b-39031902ef7a,Auto,16,4377.545732551005,545281,2,5,0c70d3b9-c8cd-418e-91a5-3ea9744b7afc,2024-02-18,85791.92866679063,Accident,152,Pending,1,0,1,0,0,0
afeca089-23bb-44cc-8c85-de01ecdf35e5,30.0,Female,Divorced,28483.0,Millerburgh,4886eb21-dd02-4758-98b2-4b282e0bed34,Health,5,3511.811460739263,419363,8,22,92f18d8a-29b8-4150-be3f-33b0470fbb2e,2023-09-27,22561.557274720482,Medical,5,Approved,0,0,1,0,1,1
0d114b3c-33c2-4d7f-9376-b1164fb8adfc,20.0,Male,Married,173730.0,Lanceview,6ecffa4b-ad7f-4465-871f-f7eed727d44a,Auto,27,4877.38414675196,468161,2,11,e79e79c1-2c81-4cb1-9c7f-29e110749bf2,2020-01-11,11182.120885742965,Medical,355,Pending,1,0,0,0,1,1
ab62718f-0b56-4e67-a1d8-fcdf8744e226,58.0,Male,Single,166224.0,Georgeburgh,7421efcf-0e26-47b4-8e8b-7de041a6199e,Health,6,536.733222322047,87198,9,5,c8889f68-7668-4746-b1aa-8c2037e7d757,2020-11-19,68314.40891234767,Accident,22,Pending,1,1,1,1,1,1
6d7c2246-e592-4b41-b298-e6e4851c5e8c,,Male,Single,136889.0,Port Williamland,5d96b503-19fe-4e5d-8e21-2a8c0f82fe88,Health,28,1003.676865791623,577657,1,12,0b97af11-e223-4527-a0e6-3ef61b666efc,2020-05-22,84117.23094025643,Accident,176,Pending,1,1,0,0,0,0
e5b1cf12-3f20-4b13-8167-a8193382edb4,41.0,Female,Single,98599.0,Johnborough,cb6081bf-b9ea-4e60-8eb7-1c751b2b7cbe,Auto,4,,685066,7,29,f230ac56-d643-4088-b7c1-f7ddae4cd39e,2021-07-19,981.5077665158243,Theft,75,Approved,1,0,0,0,0,1
2c6a9e94-c158-4179-ba07-ba09c5b94500,,Male,Divorced,96772.0,North Joshuamouth,48bfe2f3-bafe-42a1-a659-b28674d79e03,Auto,6,1022.7217136546509,110703,1,6,1a001560-ddfd-48fa-92ae-df5239d5393e,2020-07-16,49929.04469985372,Theft,37,Rejected,1,1,1,1,1,0
3c9a7757-1ffa-4de4-a1a3-a5b8ac627de9,74.0,Male,Single,69397.0,Lake Tracey,9b7a6dd7-1758-463c-adca-14db0275be5a,Health,15,3980.3380513708016,188778,8,13,d1a5dbdc-c875-4fd5-a1a4-d1e09b1281c9,2021-10-26,113.88807531060111,Theft,305,Rejected,1,1,0,1,0,1
9e659cd7-1956-45fa-ab46-eb0fd70e18e3,80.0,Male,Single,,East Kennethview,9ea0f015-dd2f-4cdc-80b7-5d2a2a1fc799,Home,11,3435.641133088957,526333,3,16,3e4959d5-ddb1-4623-96f7-bae7a142e8b6,2020-06-13,92836.59500810535,Medical,354,Pending,1,1,0,0,0,1
3d44f2e0-4f6c-4c1f-9906-218050ce24fa,67.0,Female,Married,166937.0,South Jasonberg,3786d34f-3a7f-45e3-a7fe-3d17dc852010,Health,23,1216.2936976401743,682119,3,9,e03ebc03-9a80-407f-93c7-e25958108275,2020-11-21,52253.00353547963,Medical,236,Rejected,0,0,1,0,0,1
3b53594b-b894-4358-b295-971450e584a5,60.0,Female,Single,88601.0,Ericport,da6c1d0f-a5d1-4734-a77b-bcef781dc467,Home,17,2201.390025711048,527723,9,24,7ac694f4-fba6-4ebe-a890-76b4c2ea59b0,2020-05-02,14382.807600634906,Medical,258,Pending,0,0,1,0,0,1
e83637b2-8f35-4aad-a7fa-94f87ada57b9,50.0,Male,Divorced,92613.0,Lisaburgh,5e7a7231-5922-4d37-b282-93766edcbbcc,Health,15,4549.490956654211,774442,10,23,10bdcd11-4c73-4bf1-aaab-8655914f77c5,2020-08-21,65629.13596802569,Medical,8,Pending,0,1,1,0,1,0
94d5671b-71a1-44a3-8721-5881aa1cdcf3,56.0,Female,Single,82635.0,Hannahland,f26f175f-ba42-4e74-8fa5-ee620917a128,Health,13,679.5782169180703,824123,10,29,46db1537-4d09-4c24-8044-46b07824b197,2020-09-13,66869.81902885051,Theft,315,Pending,1,1,0,0,0,0
ccec5171-cc40-420d-ae04-8d7def6cf3ef,54.0,Male,Single,45723.0,Delgadoport,1bcc8115-86bc-478a-a5e7-789a422a6953,Health,6,2798.9081055445345,333674,10,18,d993387a-adb4-42b5-b4d5-18c20f71a460,2022-12-10,16709.14144517713,Theft,58,Rejected,1,1,0,0,0,1
